Events: 417
Constraints: 672
0	65
1	105
2	141
3	163
4	179
5	194
6	212
7	230
8	243
9	260
10	279
11	300
12	317
13	334
14	350
15	365
16	381
17	394
18	411
19	422
20	436
21	449
22	463
23	479
24	493
25	509
26	521
27	535
28	549
29	561
30	577
31	591
32	606
33	623
34	638
35	655
36	672
37	687
38	702
39	716
40	731
41	746
42	762
43	777
44	791
45	809
46	825
47	841
48	856
49	869
50	884
51	902
52	916
53	934
54	952
55	968
56	985
57	999
58	1015
59	1031
60	1047
61	1062
62	1081
63	1096
64	1114
65	1128
66	1143
67	1160
68	1176
69	1195
70	1212
71	1230
72	1246
73	1261
74	1277
75	1293
76	1313
77	1334
78	1352
79	1374
80	1393
81	1408
82	1428
83	1445
84	1464
85	1482
86	1501
87	1520
88	1538
89	1561
90	1580
91	1599
92	1617
93	1637
94	1653
95	1669
96	1722
97	1742
98	1759
99	1778
100	1797
101	1817
102	1837
103	1854
104	1875
105	1895
106	1912
107	1931
108	1950
109	1970
110	1993
111	2013
112	2036
113	2056
114	2107
115	2130
116	2150
117	2172
118	2193
119	2214
120	2239
121	2263
122	2283
123	2307
124	2333
125	2358
126	2382
127	2407
128	2431
129	2455
130	2494
131	2515
132	2538
133	2562
134	2587
135	2613
136	2636
137	2663
138	2689
139	2713
140	2739
141	2767
142	2797
143	2824
144	2854
145	2885
146	2915
147	2945
148	2979
149	3010
150	3041
151	3075
152	3110
153	3149
154	3186
155	3222
156	3256
157	3293
158	3333
159	3369
160	3433
161	3466
162	3499
163	3537
164	3577
165	3617
166	3655
167	3695
168	3734
169	3771
170	3809
171	3846
172	3884
173	3923
174	3961
175	4001
176	4041
177	4081
178	4122
179	4161
180	4202
181	4245
182	4287
183	4329
184	4370
185	4413
186	4456
187	4498
188	4543
189	4584
190	4627
191	4668
192	4715
193	4757
194	4802
195	4846
196	4889
197	4931
198	4974
199	5018
200	5062
201	5106
202	5151
203	5195
204	5240
205	5288
206	5333
207	5380
208	5427
209	5473
210	5519
211	5565
212	5613
213	5660
214	5709
215	5757
216	5807
217	5856
218	5911
219	5964
220	6019
221	6069
222	6126
223	6182
224	6238
225	6290
226	6344
227	6397
228	6455
229	6511
230	6565
231	6615
232	6669
233	6720
234	6772
235	6823
236	6874
237	6926
238	6977
239	7029
240	7080
241	7132
242	7185
243	7238
244	7290
245	7343
246	7396
247	7449
248	7505
249	7562
250	7618
251	7673
252	7729
253	7784
254	7841
255	7896
256	7956
257	8015
258	8075
259	8135
260	8195
261	8255
262	8315
263	8378
264	8439
265	8500
266	8560
267	8623
268	8690
269	8753
270	8813
271	8876
272	8938
273	9001
274	9062
275	9124
276	9186
277	9248
278	9310
279	9374
280	9438
281	9500
282	9566
283	9630
284	9693
285	9759
286	9825
287	9891
288	9958
289	10024
290	10089
291	10155
292	10220
293	10286
294	10352
295	10419
296	10488
297	10557
298	10625
299	10693
300	10762
301	10831
302	10903
303	10976
304	11048
305	11124
306	11196
307	11268
308	11344
309	11416
310	11488
311	11562
312	11635
313	11705
314	11780
315	11852
316	11927
317	12000
318	12073
319	12150
320	12224
321	12305
322	12378
323	12452
324	12526
325	12602
326	12679
327	12755
328	12833
329	12906
330	12979
331	13057
332	13129
333	13203
334	13279
335	13355
336	13432
337	13507
338	13581
339	13657
340	13733
341	13808
342	13882
343	13957
344	14034
345	14108
346	14185
347	14261
348	14338
349	14415
350	14491
351	14566
352	14642
353	14721
354	14799
355	14877
356	14954
357	15030
358	15108
359	15186
360	15267
361	15351
362	15435
363	15516
364	15595
365	15676
366	15757
367	15839
368	15923
369	16005
370	16086
371	16168
372	16252
373	16336
374	16419
375	16507
376	16593
377	16678
378	16768
379	16851
380	16936
CANDIDATE (-5192.068999999975)-(-5192.068999999975) Assignments: 
  Relaxations: 
Trip 26160461 Arrive at stop 62 on 05:32 [331.9,332.1] -- [ ,338.1] 
Trip 26160463 Arrive at stop 83 on 06:40 [399.9,400.1] -- [ ,400.6] 
Trip 26160463 Arrive at stop 82 on 06:38 [397.9,398.1] -- [397.5999, ] 
Trip 26160387 Arrive at stop 59 on 06:24 [383.9,384.1] -- [ ,387.6] 
Trip 26160429 Arrive at stop 69 on 05:34 [333.9,334.1] -- [331.4, ] 
Trip 26160429 Arrive at stop 10100 on 05:50 [349.9,350.1] -- [ ,355.4001] 
Trip 26160387 Arrive at stop 2167 on 06:08 [367.9,368.1] -- [362.0999, ] 
Trip 26160405 Arrive at stop 84 on 06:06 [365.9,366.1] -- [ ,369.1] 
Trip 26160405 Arrive at stop 72 on 05:56 [355.9,356.1] -- [354.0999, ] 
Trip 26160387 Arrive at stop 73 on 06:13 [372.9,373.1] -- [370.5999, ] 
Trip 26160463 Arrive at stop 854 on 06:43 [402.9,403.1] -- [ ,405.1] 
Trip 26160429 Arrive at stop 74 on 05:38 [337.9,338.1] -- [337.4, ] 
Trip 26160429 Arrive at stop 854 on 05:49 [348.9,349.1] -- [ ,353.4001] 
Trip 26160429 Arrive at stop 71 on 05:35 [334.9,335.1] -- [332.9, ] 
Trip 26160429 Arrive at stop 856 on 05:49 [348.9,349.1] -- [ ,353.9001] 
Trip 26160429 Arrive at stop 2168 on 05:31 [330.9,331.1] -- [325.4, ] 
Trip 26160387 Arrive at stop 71 on 06:11 [370.9,371.1] -- [367.5999, ] 
Trip 26160405 Arrive at stop 63 on 06:12 [371.9,372.1] -- [ ,380.6] 
Trip 26160461 Arrive at stop 80 on 05:24 [323.9,324.1] -- [ ,325.1] 
Trip 26160461 Arrive at stop 74 on 05:18 [317.9,318.1] -- [317.0999, ] 
Trip 26160387 Arrive at stop 63 on 06:28 [387.9,388.1] -- [ ,397.6] 
Trip 26160461 Arrive at stop 68 on 05:14 [313.9,314.1] -- [310.5999, ] 
Trip 26160461 Arrive at stop 187 on 05:25 [324.9,325.1] -- [ ,327.1] 
Trip 26160461 Arrive at stop 73 on 05:17 [316.9,317.1] -- [315.5999, ] 
Trip 26160461 Arrive at stop 10100 on 05:30 [329.9,330.1] -- [ ,335.1] 
Trip 26160461 Arrive at stop 75 on 05:19 [318.9,319.1] -- [318.5999, ] 
Trip 26160387 Arrive at stop 10101 on 06:27 [386.9,387.1] -- [ ,394.6] 
Trip 26160387 Arrive at stop 82 on 06:20 [379.9,380.1] -- [ ,381.6] 
Trip 26160387 Arrive at stop 74 on 06:14 [373.9,374.1] -- [372.0999, ] 
Trip 26160463 Arrive at stop 77 on 06:34 [393.9,394.1] -- [392.0999, ] 
Trip 26160387 Arrive at stop 856 on 06:25 [384.9,385.1] -- [ ,390.6] 
Trip 26160463 Arrive at stop 71 on 06:26 [385.9,386.1] -- [381.5999, ] 
Trip 26160387 Arrive at stop 80 on 06:20 [379.9,380.1] -- [ ,380.4001] 
Trip 26160405 Arrive at stop 10100 on 06:10 [369.9,370.1] -- [ ,376.1] 
Trip 26160387 Arrive at stop 854 on 06:25 [384.9,385.1] -- [ ,389.1] 
Trip 26160463 Arrive at stop 110 on 06:21 [380.9,381.1] -- [372.5999, ] 
Trip 26160429 Arrive at stop 62 on 05:52 [351.9,352.1] -- [ ,359.1] 
